iter	MAPE	RMSE	R2	MAE
2362	0.1874864225	242531.6872	0.9893952895	136502.6671
2363	0.1874779233	242479.1533	0.9893998831	136474.8083
2364	0.1874680266	242391.7744	0.9894075213	136462.9804
2365	0.1874641379	242357.3771	0.9894105274	136446.8997
2366	0.1873917076	242296.9731	0.9894158053	136399.2954
2367	0.1873822466	242240.2519	0.9894207602	136390.3241
2368	0.1873586114	242205.5664	0.9894237896	136376.9801
2369	0.1872902839	242141.1747	0.9894294123	136352.8649
2370	0.1872969646	242106.8607	0.989432408	136340.1711
2371	0.187309766	242031.1493	0.9894390164	136311.4889
2372	0.1872753989	241994.3541	0.9894422272	136269.1115
2373	0.1872535608	241970.2169	0.9894443333	136261.2232
2374	0.1872226967	241933.4143	0.989447544	136235.4262
2375	0.1872033364	241883.4858	0.989451899	136216.1839
2376	0.1872003169	241852.3596	0.9894546135	136199.3688
2377	0.187218171	241770.6827	0.989461735	136154.2253
2378	0.187220317	241753.1477	0.9894632635	136146.2906
2379	0.1871758304	241717.8924	0.9894663365	136132.573
2380	0.1871802147	241694.4495	0.9894683796	136125.1684
2381	0.1871544985	241676.6467	0.989469931	136121.0625
2382	0.1871308195	241634.554	0.9894735987	136106.8717
2383	0.1871160808	241568.3316	0.9894793677	136091.8784
2384	0.1871296005	241496.153	0.9894856537	136064.2849
2385	0.1870693043	241464.1581	0.9894884395	136053.6253
2386	0.1870570017	241425.3552	0.9894918176	136032.2678
2387	0.1870225146	241326.2423	0.9895004438	136017.5706
2388	0.1870221304	241281.1345	0.9895043685	136013.0445
2389	0.1869685289	241236.8082	0.9895082245	135965.6566
2390	0.1869363421	241197.1651	0.9895116725	135953.0089
2391	0.1869231582	241150.7133	0.9895157119	135936.241
2392	0.1868493147	241072.1996	0.9895225378	135869.8789
2393	0.1867908922	240999.0185	0.989528898	135845.4608
2394	0.1867923554	240971.4319	0.9895312951	135842.3854
2395	0.1867674516	240949.5193	0.9895331989	135835.5963
2396	0.1867612022	240874.6526	0.9895397023	135802.4634
2397	0.1867059098	240832.5827	0.9895433558	135776.7307
2398	0.1867044592	240783.0754	0.9895476545	135765.6667
2399	0.1867451115	240723.0867	0.989552862	135751.0041
2400	0.1867175208	240664.9027	0.9895579117	135730.0809
2401	0.1866974235	240594.0062	0.989564063	135715.1892
2402	0.1866632118	240551.2312	0.9895677734	135698.2585
2403	0.1865788228	240496.2516	0.9895725416	135652.2127
2404	0.1865618438	240422.3424	0.9895789497	135630.9124
2405	0.1865105591	240383.5822	0.9895823096	135607.4366
2406	0.1865016548	240300.1254	0.989589542	135596.7558
2407	0.186515387	240270.7597	0.9895920862	135589.5819
2408	0.1864598016	240228.8709	0.9895957149	135561.4811
2409	0.1864022923	240189.0198	0.9895991665	135513.0504
2410	0.1864032696	240167.4403	0.9896010354	135505.5746
2411	0.1863996372	240107.5784	0.9896062186	135494.5916
2412	0.1864133981	240061.0871	0.9896102433	135479.4588
2413	0.1863550646	240018.6391	0.9896139172	135454.1664
2414	0.1863690387	239974.6257	0.9896177259	135440.1061
2415	0.1863376691	239955.2801	0.9896193998	135431.4111
2416	0.186292706	239902.2953	0.9896239836	135407.0536
2417	0.1862297579	239853.5182	0.9896282025	135373.8593
2418	0.1862417422	239786.1513	0.9896340279	135355.9447
2419	0.1862349439	239749.5134	0.9896371953	135341.9749
2420	0.1862105852	239728.5309	0.9896390091	135335.2652
2421	0.1861396546	239670.5476	0.9896440206	135306.252
2422	0.1861407859	239616.932	0.9896486534	135289.6526
2423	0.186122564	239571.5074	0.9896525777	135272.1011
2424	0.18610493	239509.3619	0.9896579453	135234.1274
2425	0.1861169247	239433.013	0.9896645378	135208.8407
2426	0.1861064012	239384.9975	0.9896686827	135191.643
2427	0.1860988728	239336.4059	0.9896728765	135164.1176
2428	0.1860789748	239305.5028	0.9896755432	135149.2358
2429	0.1860343176	239262.6847	0.9896792375	135139.2355
2430	0.1860069023	239168.7025	0.9896873438	135125.2169
2431	0.185995858	239120.1957	0.9896915265	135107.6633
2432	0.1860099376	239062.6126	0.9896964907	135094.1381
2433	0.1859937903	239023.1635	0.989699891	135075.5762
2434	0.185955547	238971.4348	0.9897043487	135054.7608
2435	0.185962752	238891.8728	0.9897112031	135047.6036
2436	0.1859372511	238861.0942	0.9897138542	135035.5555
2437	0.1859132644	238808.9428	0.9897183453	135025.349
2438	0.1859078996	238749.7378	0.9897234427	135007.4468
2439	0.1859149681	238672.0941	0.9897301257	135000.3981
2440	0.1858595799	238604.866	0.9897359104	134977.1053
2441	0.1858231407	238576.9931	0.9897383083	134966.4724
2442	0.1858310742	238520.6005	0.9897431588	134959.182
2443	0.1858012178	238481.4572	0.989746525	134943.7471
2444	0.1857482534	238455.6912	0.9897487405	134932.461
2445	0.1857524722	238433.018	0.9897506899	134925.2343
2446	0.1857468733	238345.4301	0.9897582186	134911.9052
2447	0.185745069	238289.1736	0.9897630528	134901.3547
2448	0.1857318121	238256.1064	0.9897658937	134881.9272
2449	0.1857562683	238210.3053	0.989769828	134868.3925
2450	0.1857538118	238161.3361	0.9897740337	134838.6775
2451	0.1857097407	238119.575	0.9897776195	134810.9873
2452	0.1856932669	238056.85	0.9897830044	134768.3266
2453	0.1857216662	238012.6063	0.9897868017	134745.0011
2454	0.1856948241	237985.6382	0.989789116	134736.9899
2455	0.1856854638	237948.5102	0.9897923018	134718.0471
2456	0.1856440244	237915.4694	0.9897951364	134696.3794
2457	0.1856200113	237848.5968	0.9898008723	134681.1381
2458	0.1855671484	237790.8436	0.9898058247	134641.7785
2459	0.1855103513	237736.9548	0.9898104446	134601.4118
2460	0.1854664434	237693.8467	0.9898141396	134585.3939
2461	0.1854701655	237672.1249	0.9898160012	134578.2984
2462	0.185438764	237642.7602	0.9898185175	134565.853
2463	0.185388287	237599.4402	0.9898222291	134547.382
2464	0.1853982481	237542.5412	0.9898271032	134540.0472
2465	0.1853648417	237481.4024	0.9898323391	134507.458
2466	0.1853533655	237408.1463	0.989838611	134476.9865
2467	0.1853483712	237354.0729	0.9898432393	134464.4911
2468	0.1853318719	237311.0097	0.9898469245	134449.3998
2469	0.1853224028	237241.1004	0.9898529056	134413.2102
2470	0.1853162753	237176.7664	0.9898584081	134392.0022
2471	0.18531445	237120.9118	0.9898631842	134387.4473
2472	0.1853108489	237074.0873	0.9898671873	134376.8173
2473	0.1852682035	237035.7149	0.9898704671	134359.7167
2474	0.1852649026	236984.7856	0.9898748195	134337.3745
2475	0.1852575739	236939.8512	0.9898786588	134321.9581
2476	0.1852299555	236889.4181	0.989882967	134291.4923
2477	0.1852359758	236858.8598	0.989885577	134280.3053
2478	0.1852279869	236798.9079	0.9898906965	134269.6343
2479	0.1852085784	236763.7933	0.9898936945	134240.0255
2480	0.1852003289	236726.3146	0.9898968938	134228.3657
2481	0.1852074039	236673.8191	0.9899013742	134221.8234
2482	0.1852168417	236616.9869	0.9899062235	134196.614
2483	0.1851995259	236586.1128	0.9899088575	134187.043
2484	0.1851922045	236545.0707	0.9899123583	134181.3577
2485	0.1851814171	236471.7086	0.9899186145	134171.5464
2486	0.1851872467	236412.6631	0.9899236484	134156.5417
2487	0.1851820599	236324.5519	0.9899311579	134136.3036
2488	0.1851823024	236323.1536	0.9899312771	134135.5745
2489	0.1851756501	236287.2107	0.9899343396	134121.7639
2490	0.1851741149	236259.1039	0.9899367341	134109.3668
2491	0.1851460932	236197.3398	0.989941995	134073.3795
2492	0.1851363376	236195.5171	0.9899421502	134072.2748
2493	0.185094712	236155.3447	0.9899455713	134063.0975
2494	0.1850708497	236107.9388	0.9899496075	134044.5316
2495	0.1850597361	236056.457	0.9899539899	134037.2414
2496	0.1850480654	236013.0528	0.9899576839	134020.4472
2497	0.1850396966	235995.4501	0.9899591818	134017.1722
2498	0.1850268221	235976.3312	0.9899608086	134009.302
2499	0.1849813922	235935.8354	0.989964254	133966.0151
2500	0.1849642365	235918.9211	0.9899656929	133960.545
2501	0.1849571056	235884.2202	0.9899686445	133944.3253
2502	0.1849435661	235813.539	0.9899746553	133928.2773
2503	0.1848650181	235790.0958	0.9899766485	133917.576
2504	0.1848606729	235736.2856	0.9899812229	133911.4651
2505	0.1848476308	235709.6036	0.9899834907	133899.3761
2506	0.1848425396	235672.7865	0.9899866196	133891.3425
2507	0.184848933	235602.6303	0.9899925803	133884.9083
2508	0.1847969935	235572.4516	0.9899951439	133856.2674
2509	0.1848043898	235524.0257	0.9899992568	133850.0522
2510	0.1847956005	235468.7689	0.9900039489	133834.8496
2511	0.1848070188	235437.7819	0.9900065796	133814.1009
2512	0.1848028557	235391.9419	0.9900104707	133799.0754
2513	0.1847807735	235348.7333	0.9900141377	133774.324
2514	0.1847811806	235324.2993	0.9900162111	133767.7962
2515	0.184781105	235272.1499	0.9900206355	133758.4672
2516	0.1847301594	235227.4974	0.9900244231	133733.1762
2517	0.1847000109	235141.0834	0.9900317511	133720.0631
2518	0.1846492183	235082.8044	0.9900366917	133701.0025
2519	0.1846409173	235048.0102	0.9900396408	133695.8678
2520	0.1846229664	235004.0502	0.9900433661	133673.8511
2521	0.1845517996	234964.5035	0.9900467169	133637.6461
2522	0.1845288113	234925.6703	0.9900500066	133602.3437
2523	0.1845218401	234877.3634	0.9900540982	133586.7778
2524	0.1844946109	234816.1672	0.9900592802	133552.2552
2525	0.1844577439	234723.4688	0.9900671272	133506.9383
2526	0.184469472	234665.8912	0.9900719997	133494.3167
2527	0.1844331417	234631.1845	0.9900749362	133482.3966
2528	0.1844043435	234601.768	0.9900774247	133465.387
2529	0.1844070995	234561.0444	0.9900808692	133459.9474
2530	0.1843956482	234535.3878	0.990083039	133448.6023
2531	0.1843891375	234473.6857	0.9900882563	133437.4837
2532	0.1843118282	234443.0532	0.990090846	133411.5527
2533	0.1843112038	234410.8985	0.9900935639	133401.9318
2534	0.1843141755	234371.5258	0.9900968915	133396.586
2535	0.1842988066	234321.0439	0.9901011571	133360.5564
2536	0.1843000177	234288.9439	0.9901038691	133351.1289
2537	0.184303649	234257.6383	0.9901065135	133337.1571
2538	0.1842482163	234212.4456	0.9901103304	133304.6646
2539	0.184247739	234206.9545	0.9901107942	133301.2873
2540	0.1842512111	234201.7309	0.9901112353	133298.9704
2541	0.1842006229	234143.32	0.9901161673	133255.6188
2542	0.1841746513	234115.2303	0.9901185386	133244.6915
2543	0.1841955341	234063.4861	0.9901229061	133226.2509
2544	0.1841940133	234039.9036	0.9901248963	133217.6885
2545	0.1841616117	234008.1033	0.9901275797	133203.8037
2546	0.1841161123	233967.9781	0.9901309651	133187.0141
2547	0.1841089763	233938.7777	0.9901334283	133174.348
2548	0.1841140046	233895.8979	0.990137045	133167.8796
2549	0.1840318481	233864.3208	0.9901397079	133133.0915
2550	0.1840127382	233805.4047	0.9901446753	133103.137
2551	0.1840111344	233778.6086	0.9901469342	133089.3028
2552	0.183980004	233753.2327	0.9901490732	133075.6948
2553	0.183972227	233701.4903	0.9901534338	133062.8105
2554	0.1839562198	233640.2649	0.9901585923	133051.5289
2555	0.1839773776	233590.521	0.9901627825	133033.8332
2556	0.1839737554	233509.7285	0.9901695862	133014.6801
2557	0.1839522584	233471.117	0.9901728369	133001.7052
2558	0.1838617243	233437.2614	0.9901756867	132981.3957
2559	0.1838477073	233391.7297	0.9901795188	132965.1562
2560	0.1838198411	233343.4793	0.9901835789	132938.6726
2561	0.1837613796	233295.3508	0.9901876279	132899.0349
2562	0.1837716197	233221.6366	0.9901938277	132867.2736
2563	0.1837559199	233158.6951	0.9901991199	132839.3429
2564	0.183715637	233125.6618	0.9902018969	132824.2339
2565	0.1836790318	233085.9647	0.9902052335	132802.7326
2566	0.1836416276	233039.0083	0.9902091795	132763.8393
2567	0.1836456169	232980.176	0.9902141224	132747.9759
2568	0.1836378609	232960.128	0.9902158065	132737.4589
2569	0.1836400756	232932.33	0.9902181413	132733.5088
2570	0.1836485732	232890.0442	0.9902216925	132716.7753
2571	0.183641392	232848.006	0.9902252223	132702.0645
2572	0.1836150251	232765.1525	0.9902321773	132689.6999
2573	0.1836129788	232710.5795	0.990236757	132672.2377
2574	0.183611681	232684.7291	0.990238926	132658.8924
2575	0.1835769199	232664.1872	0.9902406494	132650.3517
2576	0.1835605359	232648.2413	0.990241987	132645.0873
2577	0.183532513	232591.0082	0.9902467875	132614.4703
2578	0.1834921925	232561.6727	0.9902492476	132608.4478
2579	0.183487679	232557.0105	0.9902496386	132604.486
2580	0.1834816669	232516.8233	0.9902530081	132590.4783
2581	0.1834771061	232440.3466	0.9902594188	132572.2464
2582	0.1834584725	232403.2703	0.990262526	132557.2847
2583	0.1834480536	232378.6349	0.9902645903	132546.4737
2584	0.1834330274	232361.621	0.9902660158	132539.1298
2585	0.1833845726	232346.4539	0.9902672865	132531.4113
2586	0.1833687891	232326.8267	0.9902689307	132524.881
2587	0.1833591115	232286.4231	0.9902723151	132516.3425
2588	0.1833724574	232250.9007	0.9902752901	132494.066
2589	0.1833725728	232249.8325	0.9902753795	132493.5662
2590	0.1833851132	232203.5985	0.9902792509	132462.5405
2591	0.1833829504	232177.0533	0.9902814733	132450.773
2592	0.1833741515	232117.1199	0.9902864901	132429.2557
2593	0.1833212172	232077.2172	0.9902898294	132408.3276
2594	0.1833235534	232047.5823	0.9902923091	132395.9552
2595	0.1832955886	232017.3211	0.9902948409	132376.8755
2596	0.1832857258	231952.1873	0.9903002892	132367.5319
2597	0.183242056	231909.2664	0.9903038785	132347.4689
2598	0.1832367097	231840.0217	0.9903096679	132337.1154
2599	0.1832304077	231813.9121	0.9903118504	132324.558
2600	0.1832279153	231812.8778	0.9903119369	132323.975
2601	0.1832019457	231769.3317	0.9903155763	132307.8643
2602	0.1831465048	231733.9943	0.9903185293	132274.2766
2603	0.1831534686	231705.3696	0.9903209209	132265.0558
2604	0.1831687474	231632.2108	0.9903270321	132224.7369
2605	0.183140285	231606.9146	0.9903291447	132212.3817
2606	0.1831317497	231538.1278	0.9903348883	132192.4552
2607	0.1830485488	231505.3776	0.9903376223	132163.0168
2608	0.1830307459	231488.6329	0.99033902	132156.9906
2609	0.1830206533	231450.4402	0.9903422076	132132.8686
2610	0.1830128174	231391.7478	0.9903471051	132122.9038
2611	0.1830266688	231374.129	0.9903485751	132110.6038
2612	0.1830114863	231341.4188	0.9903513038	132099.5581
2613	0.1830006503	231291.5762	0.990355461	132077.2771
2614	0.1829762069	231243.002	0.9903595115	132051.3751
2615	0.1829101067	231200.3819	0.9903630648	132005.1604
2616	0.1829090422	231160.4502	0.9903663934	131986.555
2617	0.182883385	231079.8881	0.9903731071	131974.8434
2618	0.1828780351	231018.4399	0.9903782263	131956.4485
2619	0.1828264719	230967.1604	0.9903824974	131924.9716
2620	0.1828356041	230961.4669	0.9903829715	131921.1998
2621	0.1827987814	230925.0183	0.9903860067	131913.1886
2622	0.182795764	230870.5645	0.9903905402	131896.9518
2623	0.1827729288	230855.2663	0.9903918137	131890.0043
2624	0.1826929972	230814.8359	0.9903951788	131852.4706
2625	0.1826401317	230782.2935	0.990397887	131831.3226
2626	0.1826260406	230760.2929	0.9903997177	131823.3173
2627	0.1826349477	230721.3823	0.990402955	131807.4031
2628	0.1826070514	230678.0488	0.9904065596	131791.0017
2629	0.1826071092	230647.8048	0.990409075	131781.9556
2630	0.1826067582	230642.9514	0.9904094787	131779.4213
2631	0.1825999745	230606.0433	0.9904125478	131766.3759
2632	0.1825986831	230575.4572	0.9904150909	131754.2808
2633	0.1825933102	230531.6739	0.9904187306	131740.4535
2634	0.1825699556	230509.744	0.9904205534	131733.799
2635	0.1825420339	230477.583	0.9904232263	131720.4073
2636	0.1825451944	230449.9913	0.9904255191	131707.5133
2637	0.1825347136	230395.4857	0.9904300477	131686.3407
2638	0.1825245303	230391.4093	0.9904303863	131684.5808
2639	0.1825167584	230342.7913	0.9904344247	131666.2384
2640	0.1825220861	230311.5372	0.9904370204	131653.4396
2641	0.1825066669	230255.3006	0.9904416899	131633.1073
2642	0.1824343725	230219.6998	0.9904446454	131616.8599
2643	0.182412695	230162.0805	0.9904494278	131564.4158
2644	0.1823842332	230141.7779	0.9904511126	131544.8923
2645	0.1823941516	230119.1666	0.9904529889	131542.0843
2646	0.1823667347	230076.4127	0.990456536	131527.1858
2647	0.1823694019	230016.9276	0.9904614702	131516.1833
2648	0.1823659995	229985.6803	0.9904640616	131507.4278
2649	0.1823722235	229922.5936	0.9904692925	131501.5117
2650	0.1823635152	229876.2667	0.9904731328	131489.0491
2651	0.1823540915	229854.3837	0.9904749465	131475.6088
2652	0.1823538513	229814.0466	0.9904782893	131459.9159
2653	0.1822977479	229785.2763	0.9904806732	131447.1524
2654	0.1822759086	229741.8336	0.9904842722	131410.5679
2655	0.1822138113	229726.2576	0.9904855625	131397.0247
2656	0.1822186479	229668.7482	0.9904903256	131386.4071
2657	0.1821995555	229597.5495	0.9904962208	131366.83
2658	0.1822062308	229549.2797	0.9905002164	131345.8264
2659	0.1821930838	229527.1685	0.9905020465	131338.6702
2660	0.182166281	229496.4801	0.9905045861	131325.9927
2661	0.1821777244	229444.7402	0.9905088671	131286.3002
2662	0.1821293187	229413.175	0.9905114783	131263.9188
2663	0.1820998196	229335.4708	0.9905179049	131252.4027
2664	0.182067994	229320.4379	0.990519148	131247.0708
2665	0.1820178163	229279.7388	0.990522513	131227.5713
2666	0.1820241123	229218.0287	0.990527614	131221.9068
2667	0.1819682139	229184.9803	0.9905303452	131207.1668
2668	0.1818981431	229131.1261	0.9905347951	131160.4047
2669	0.1818743026	229076.5693	0.9905393019	131129.5135
2670	0.1818736801	229041.7137	0.9905421807	131116.7539
2671	0.1818584496	228974.881	0.9905476993	131090.3954
2672	0.1818458872	228941.1674	0.9905504826	131084.2616
2673	0.1818441094	228886.238	0.9905550165	131053.1024
2674	0.1818468118	228810.2564	0.9905612862	131029.6006
2675	0.1818483134	228805.1309	0.9905617091	131029.0192
2676	0.181812885	228759.9168	0.9905654389	131008.6673
2677	0.1817796154	228735.6629	0.9905674393	131002.7327
2678	0.1817867167	228637.2652	0.990575553	130975.9997
2679	0.1817857949	228615.254	0.9905773675	130968.4159
2680	0.181765824	228586.2481	0.9905797584	130947.6742
2681	0.1817725028	228523.6224	0.9905849194	130937.3137
2682	0.1817774966	228495.3076	0.9905872524	130925.9277
2683	0.1817715688	228466.8208	0.9905895992	130916.931
2684	0.18175855	228450.0526	0.9905909805	130910.6245
2685	0.1817545388	228409.8794	0.9905942894	130898.1942
2686	0.1817398721	228383.7247	0.9905964433	130890.0099
2687	0.1817484904	228340.1475	0.9906000315	130882.8988
2688	0.1817048262	228307.6604	0.9906027061	130857.0493
2689	0.1816990101	228253.0542	0.9906072008	130844.1905
2690	0.1816879092	228215.9615	0.9906102533	130832.3181
2691	0.1816752056	228186.058	0.9906127139	130822.2977
2692	0.1816497524	228136.0248	0.99061683	130789.2985
2693	0.1816002976	228103.3266	0.9906195196	130764.6558
2694	0.1815312803	228051.2911	0.9906237989	130717.8914
2695	0.1815283549	228012.6132	0.9906269791	130706.7036
2696	0.1815333901	227995.2337	0.9906284079	130701.5458
2697	0.1815262798	227958.8594	0.9906313979	130684.9164
2698	0.1815318173	227904.544	0.9906358619	130674.8111
2699	0.1815251896	227869.6901	0.9906387258	130659.236
2700	0.1815026408	227846.3128	0.9906406465	130654.4129
2701	0.1814880467	227785.2772	0.9906456602	130627.9721
2702	0.1814481995	227745.7022	0.9906489103	130608.3286
2703	0.1813815728	227695.3751	0.9906530426	130564.416
2704	0.1813675586	227670.3138	0.9906551001	130556.5089
2705	0.1813561393	227639.4699	0.9906576319	130548.1406
2706	0.1813621585	227587.1145	0.9906619288	130538.6943
2707	0.1813555466	227567.2331	0.9906635602	130528.6589
2708	0.1812920864	227516.4144	0.9906677296	130506.4662
2709	0.1812717153	227463.2593	0.9906720898	130479.3695
2710	0.1812674818	227427.1487	0.9906750512	130461.316
2711	0.1812255699	227386.0543	0.9906784208	130443.6176
2712	0.1812160208	227372.9559	0.9906794947	130438.3237
2713	0.1811999811	227335.9669	0.990682527	130422.7546
2714	0.1812010556	227312.4969	0.9906844507	130416.2289
2715	0.1811955759	227293.5593	0.9906860028	130406.9184
2716	0.1811359903	227255.4795	0.9906891234	130374.1129
2717	0.1811075062	227223.1232	0.9906917746	130363.8425
2718	0.1810959701	227165.049	0.990696532	130336.3734
2719	0.1810648486	227132.2158	0.9906992212	130319.0792
2720	0.1810510558	227075.3086	0.9907038811	130294.8611
2721	0.1810428618	227052.7483	0.9907057282	130287.0746
2722	0.1810689187	226999.4828	0.9907100885	130272.7596
2723	0.1810769696	226947.6903	0.9907143272	130254.2375
2724	0.1810675003	226935.0524	0.9907153613	130249.0338
2725	0.1809928015	226882.7584	0.9907196399	130199.0957
2726	0.1809837054	226870.5642	0.9907206374	130194.0492
2727	0.1809582414	226846.227	0.9907226282	130178.1522
2728	0.1809264857	226803.5633	0.9907261175	130159.5507
2729	0.1809119226	226748.5748	0.9907306138	130129.0301
2730	0.1809166405	226697.4265	0.9907347952	130113.478
2731	0.1808537609	226663.5826	0.9907375614	130078.4662
2732	0.1808488344	226637.2197	0.9907397159	130062.9844
2733	0.1808304973	226608.0557	0.990742099	130055.2425
2734	0.1808305037	226606.0756	0.9907422608	130054.2285
2735	0.180827493	226570.3161	0.9907451824	130043.793
2736	0.180799293	226523.1784	0.9907490329	130021.7512
2737	0.1807871773	226396.0505	0.9907594135	129997.7236
2738	0.1807306558	226343.9867	0.9907636631	129969.5593
2739	0.1807154393	226327.0376	0.9907650463	129963.5784
2740	0.1807024473	226262.4944	0.9907703128	129946.6159
2741	0.180632278	226222.5801	0.9907735688	129922.2416
2742	0.1806278702	226183.149	0.9907767849	129903.2556
2743	0.1806195485	226154.592	0.9907791138	129896.6811
2744	0.1805906445	226131.1602	0.9907810244	129880.713
2745	0.1805879435	226074.1585	0.9907856716	129864.5584
2746	0.1805428411	226043.0088	0.9907882106	129844.8465
2747	0.1805448499	226015.2567	0.9907904724	129830.3276
2748	0.1805488247	225983.8546	0.9907930313	129818.3039
2749	0.1805333175	225963.5006	0.9907946897	129811.8353
2750	0.1805318282	225912.8914	0.9907988127	129803.1976
2751	0.1805392467	225866.6089	0.9908025824	129790.5049
2752	0.1805162643	225801.6785	0.9908078696	129781.1305
2753	0.1805073482	225766.257	0.9908107534	129768.0385
2754	0.1805076592	225715.1196	0.9908149157	129739.4688
2755	0.1804702223	225692.2419	0.9908167776	129728.9259
2756	0.1804510346	225632.4684	0.9908216412	129702.5255
2757	0.1804393672	225599.6318	0.9908243125	129696.6516
2758	0.1804513298	225551.4321	0.9908282328	129680.164
2759	0.1804284923	225477.8631	0.9908342151	129669.479
2760	0.1804286358	225442.8578	0.9908370608	129664.7539
2761	0.1804202167	225409.5335	0.9908397695	129652.9495
2762	0.1803711698	225384.1269	0.9908418343	129637.1721
2763	0.1803490462	225322.304	0.9908468578	129628.2039
2764	0.1803364193	225259.0605	0.9908519953	129610.6831
2765	0.1802603976	225230.5697	0.9908543092	129587.7639
2766	0.1802594275	225177.816	0.9908585929	129572.4029
2767	0.1802508628	225166.0183	0.9908595508	129567.5434
2768	0.1801827021	225130.2644	0.9908624534	129548.8325
2769	0.1801708192	225094.5142	0.9908653552	129531.9147
2770	0.1801704603	225093.7017	0.9908654211	129531.5486
2771	0.1801702113	225092.2802	0.9908655365	129530.6491
2772	0.1801863775	225044.7153	0.9908693966	129494.0441
2773	0.1801842503	225014.2308	0.9908718701	129483.8983
2774	0.1801397185	224991.3008	0.9908737304	129472.868
2775	0.180088356	224933.9447	0.9908783828	129440.5742
2776	0.1800636416	224895.1595	0.9908815282	129408.1712
2777	0.1800448441	224846.6617	0.9908854605	129381.3422
2778	0.1800119888	224809.1908	0.9908884982	129361.513
2779	0.1799977392	224759.9539	0.9908924889	129351.9441
2780	0.1800036528	224719.2811	0.9908957848	129330.7428
2781	0.1800000762	224698.0999	0.9908975009	129319.5039
2782	0.1798721276	224664.2397	0.9909002441	129280.9999
2783	0.1798560159	224632.6008	0.9909028069	129274.5909
2784	0.1798191836	224592.6776	0.9909060402	129253.7509
2785	0.1797914518	224575.919	0.9909073973	129247.2348
2786	0.1798012102	224514.6998	0.9909123539	129227.1447
2787	0.1798023558	224475.5766	0.9909155208	129206.7943
2788	0.1798129124	224430.735	0.9909191499	129190.9419
2789	0.1797632654	224393.5907	0.9909221555	129170.2145
2790	0.1797237438	224361.8945	0.9909247199	129156.0213
2791	0.1797181013	224310.8006	0.9909288528	129130.4316
2792	0.1797186797	224283.3822	0.9909310703	129120.6702
2793	0.1797338386	224234.1292	0.990935053	129102.3216
2794	0.1797326231	224197.929	0.9909379796	129094.9092
2795	0.1797246886	224156.2558	0.9909413481	129080.9358
2796	0.1797073713	224126.4753	0.990943755	129074.8653
2797	0.1796369135	224090.0459	0.9909466987	129048.5009
2798	0.1796242927	224032.067	0.9909513828	128998.0291
2799	0.1795841446	223984.11	0.9909552564	128954.5735
2800	0.1795460642	223922.2523	0.9909602514	128912.2518
2801	0.1795455429	223921.1063	0.990960344	128911.5833
2802	0.1795304774	223889.8772	0.9909628652	128888.5211
2803	0.1795296089	223844.0897	0.9909665612	128874.7214
2804	0.1794826942	223814.8739	0.9909689191	128852.0018
2805	0.1794586527	223784.9261	0.9909713358	128844.3898
2806	0.179428586	223727.36	0.9909759802	128807.2066
2807	0.179367804	223702.5475	0.9909779817	128791.4422
2808	0.1793745646	223654.146	0.9909818854	128770.5369
2809	0.1793741199	223653.3834	0.9909819469	128770.0821
2810	0.1793596798	223640.4626	0.9909829889	128765.4394
2811	0.1793673789	223594.4114	0.990986702	128738.3538
2812	0.1793642733	223571.1341	0.9909885785	128728.411
2813	0.1793569763	223541.5813	0.9909909607	128712.3737
2814	0.179355844	223493.1456	0.9909948644	128704.2184
2815	0.1793194833	223449.7464	0.9909983614	128675.1108
2816	0.1792763372	223411.9922	0.9910014029	128641.5528
2817	0.1792383075	223378.1386	0.9910041298	128613.9325
2818	0.1792349409	223356.7831	0.9910058498	128611.0546
2819	0.1791710367	223323.8091	0.9910085052	128589.8343
2820	0.1791864964	223300.5898	0.9910103748	128581.348
2821	0.1791790917	223292.737	0.9910110071	128578.2913
2822	0.1791255206	223276.0481	0.9910123507	128570.5406
2823	0.1791176692	223215.4503	0.9910172286	128553.3496
2824	0.1791175065	223214.3508	0.9910173171	128552.7073
2825	0.1791114464	223182.8321	0.9910198537	128547.4245
2826	0.1791043201	223175.2182	0.9910204664	128544.4409
2827	0.1790436844	223144.5233	0.9910229363	128512.7118
2828	0.1790434302	223143.4423	0.9910230233	128512.0739
2829	0.1790351203	223122.5328	0.9910247056	128504.6812
2830	0.1790473705	223118.1955	0.9910250545	128501.1523
2831	0.1790301183	223099.8162	0.991026533	128495.6134
2832	0.179029569	223098.4808	0.9910266405	128494.7066
2833	0.1790286797	223051.5267	0.9910304172	128486.9076
2834	0.1790276477	223050.8082	0.991030475	128486.3967
2835	0.1789695643	223016.395	0.9910332425	128461.9843
2836	0.1789723018	222991.2747	0.9910352624	128458.8751
2837	0.1787935074	222976.8244	0.9910364242	128437.9973
2838	0.1787713719	222934.0773	0.9910398607	128424.6746
2839	0.1787678911	222899.9239	0.9910426059	128413.9307
2840	0.1787801628	222877.3109	0.9910444232	128406.3841
2841	0.1787176337	222845.0383	0.9910470166	128383.7136
2842	0.1786868317	222799.7794	0.9910506528	128339.5138
2843	0.1786389836	222771.4156	0.9910529313	128310.0024
2844	0.1786161786	222745.3837	0.9910550222	128300.4294
2845	0.1785629733	222708.8419	0.9910579568	128276.6951
2846	0.1785628291	222637.9328	0.9910636501	128240.2438
2847	0.1785616473	222624.4712	0.9910647307	128233.6128
2848	0.1785403577	222568.4651	0.9910692259	128185.0807
2849	0.1785229232	222504.7513	0.9910743383	128143.6633
